Date,Site ID,Site,Protection status,Substrate,Transect number,Transect area,Depth,Rugosity,Heading,Species code,Species name,Diet,Guild,Size,Count,aL,bL,a,b
11/3/18,NPU3,North Shore,Protected,Uncolonized hardbottom,3,50,31,11.82,95,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,1,0,10,0.002,2.64
11/3/18,NPU3,North Shore,Protected,Uncolonized hardbottom,3,50,31,11.82,95,ECMA,Echinometra mathaei,Urchin,Boring urchin,,131,0,10,0.002,2.64
11/4/18,NPU4,North Shore,Protected,Uncolonized hardbottom,4,50,20,14.7,215,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,5,0,10,0.002,2.64
11/4/18,NPU4,North Shore,Protected,Uncolonized hardbottom,4,50,20,14.7,215,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,7,0,10,0.002,2.64
11/4/18,NPU4,North Shore,Protected,Uncolonized hardbottom,4,50,20,14.7,215,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,9,0,10,0.002,2.64
11/4/18,NPU4,North Shore,Protected,Uncolonized hardbottom,4,50,20,14.7,215,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,2,0,10,0.002,2.64
11/4/18,NPU4,North Shore,Protected,Uncolonized hardbottom,4,50,20,14.7,215,ECMA,Echinometra mathaei,Urchin,Boring urchin,,22,0,10,0.002,2.64
11/4/18,NPU5,North Shore,Protected,Uncolonized hardbottom,5,50,17,19,160,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,3,0,10,0.002,2.64
11/4/18,NPU5,North Shore,Protected,Uncolonized hardbottom,5,50,17,19,160,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,7,0,10,0.002,2.64
11/4/18,NPU5,North Shore,Protected,Uncolonized hardbottom,5,50,17,19,160,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,12,0,10,0.002,2.64
11/4/18,NPU5,North Shore,Protected,Uncolonized hardbottom,5,50,17,19,160,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,4,0,10,0.002,2.64
11/4/18,NPU5,North Shore,Protected,Uncolonized hardbottom,5,50,17,19,160,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,1,0,10,0.002,2.64
11/4/18,NPU5,North Shore,Protected,Uncolonized hardbottom,5,50,17,19,160,ECMA,Echinometra mathaei,Urchin,Boring urchin,,184,0,10,0.002,2.64
11/4/18,NPU6,North Shore,Protected,Uncolonized hardbottom,6,50,8,17.66,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,5,0,10,0.002,2.64
11/4/18,NPU6,North Shore,Protected,Uncolonized hardbottom,6,50,8,17.66,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,3,0,10,0.002,2.64
11/4/18,NPU6,North Shore,Protected,Uncolonized hardbottom,6,50,8,17.66,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,7,0,10,0.002,2.64
11/4/18,NPU6,North Shore,Protected,Uncolonized hardbottom,6,50,8,17.66,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,7,0,10,0.002,2.64
11/4/18,NPU6,North Shore,Protected,Uncolonized hardbottom,6,50,8,17.66,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,1,0,10,0.002,2.64
11/4/18,NPU7,North Shore,Protected,Uncolonized hardbottom,7,50,5,12,180,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,5,0,10,0.002,2.64
11/4/18,NPU7,North Shore,Protected,Uncolonized hardbottom,7,50,5,12,180,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,7,0,10,0.002,2.64
11/4/18,NPU7,North Shore,Protected,Uncolonized hardbottom,7,50,5,12,180,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,11,0,10,0.002,2.64
11/4/18,NPU7,North Shore,Protected,Uncolonized hardbottom,7,50,5,12,180,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,2,0,10,0.002,2.64
2/23/19,NPU8,North Shore,Protected,Uncolonized hardbottom,8,50,18,11.06,30,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,6,0,10,0.002,2.64
2/23/19,NPU8,North Shore,Protected,Uncolonized hardbottom,8,50,18,11.06,30,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,6,0,10,0.002,2.64
2/23/19,NPU8,North Shore,Protected,Uncolonized hardbottom,8,50,18,11.06,30,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,8,0,10,0.002,2.64
2/23/19,NPU8,North Shore,Protected,Uncolonized hardbottom,8,50,18,11.06,30,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,5,0,10,0.002,2.64
2/23/19,NPU8,North Shore,Protected,Uncolonized hardbottom,8,50,18,11.06,30,ECMA,Echinometra mathaei,Urchin,Boring urchin,,95,0,10,0.002,2.64
2/23/19,NPU9,North Shore,Protected,Uncolonized hardbottom,9,50,14,11.03,90,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,2,0,10,0.002,2.64
2/23/19,NPU9,North Shore,Protected,Uncolonized hardbottom,9,50,14,11.03,90,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,13,0,10,0.002,2.64
2/23/19,NPU9,North Shore,Protected,Uncolonized hardbottom,9,50,14,11.03,90,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,6,0,10,0.002,2.64
2/23/19,NPU9,North Shore,Protected,Uncolonized hardbottom,9,50,14,11.03,90,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,4,0,10,0.002,2.64
2/23/19,NPU9,North Shore,Protected,Uncolonized hardbottom,9,50,14,11.03,90,ECMA,Echinometra mathaei,Urchin,Boring urchin,,70,0,10,0.002,2.64
,NUC1,North Shore,Unprotected,Colonized hardbottom,1,125,37,11.6,60,ECMA,Echinometra mathaei,Urchin,Boring urchin,0,0,0,10,0.002,2.64
6/13/19,NUC10,North Shore,Unprotected,Colonized hardbottom,10,50,46,12.11,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,1.5,5,0,10,0.002,2.64
6/13/19,NUC10,North Shore,Unprotected,Colonized hardbottom,10,50,46,12.11,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
6/13/19,NUC10,North Shore,Unprotected,Colonized hardbottom,10,50,46,12.11,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,7,0,10,0.002,2.64
6/13/19,NUC10,North Shore,Unprotected,Colonized hardbottom,10,50,46,12.11,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,2.5,7,0,10,0.002,2.64
6/13/19,NUC10,North Shore,Unprotected,Colonized hardbottom,10,50,46,12.11,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,7,0,10,0.002,2.64
6/13/19,NUC10,North Shore,Unprotected,Colonized hardbottom,10,50,46,12.11,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,3.5,3,0,10,0.002,2.64
6/13/19,NUC10,North Shore,Unprotected,Colonized hardbottom,10,50,46,12.11,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,,9,0,10,0.002,2.64
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,50,42,14.11,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,1.5,4,0,10,0.002,2.64
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,50,42,14.11,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,50,42,14.11,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,6,0,10,0.002,2.64
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,50,42,14.11,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,2.5,8,0,10,0.002,2.64
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,50,42,14.11,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,5,0,10,0.002,2.64
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,50,42,14.11,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,3.5,1,0,10,0.002,2.64
6/13/19,NUC2,North Shore,Unprotected,Colonized hardbottom,2,50,42,14.11,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,,9,0,10,0.002,2.64
6/13/19,NUC3,North Shore,Unprotected,Colonized hardbottom,3,50,42,15.24,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,2,0,10,0.002,2.64
6/13/19,NUC3,North Shore,Unprotected,Colonized hardbottom,3,50,42,15.24,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,1.5,7,0,10,0.002,2.64
6/13/19,NUC3,North Shore,Unprotected,Colonized hardbottom,3,50,42,15.24,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,5,0,10,0.002,2.64
6/13/19,NUC3,North Shore,Unprotected,Colonized hardbottom,3,50,42,15.24,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,2.5,6,0,10,0.002,2.64
6/13/19,NUC3,North Shore,Unprotected,Colonized hardbottom,3,50,42,15.24,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,5,0,10,0.002,2.64
6/13/19,NUC3,North Shore,Unprotected,Colonized hardbottom,3,50,42,15.24,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,,68,0,10,0.002,2.64
6/13/19,NUC4,North Shore,Unprotected,Colonized hardbottom,4,50,49,13.07,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,1.5,2,0,10,0.002,2.64
6/13/19,NUC4,North Shore,Unprotected,Colonized hardbottom,4,50,49,13.07,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,11,0,10,0.002,2.64
6/13/19,NUC4,North Shore,Unprotected,Colonized hardbottom,4,50,49,13.07,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,2.5,6,0,10,0.002,2.64
6/8/19,NUC5,North Shore,Unprotected,Colonized hardbottom,5,50,35,13.84,65,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,7,0,10,0.002,2.64
6/8/19,NUC5,North Shore,Unprotected,Colonized hardbottom,5,50,35,13.84,65,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,12,0,10,0.002,2.64
6/8/19,NUC5,North Shore,Unprotected,Colonized hardbottom,5,50,35,13.84,65,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,6,0,10,0.002,2.64
6/8/19,NUC5,North Shore,Unprotected,Colonized hardbottom,5,50,35,13.84,65,ECMA,Echinometra mathaei,Urchin,Boring urchin,,30,0,10,0.002,2.64
6/8/19,NUC6,North Shore,Unprotected,Colonized hardbottom,6,50,25,14.44,15,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,3,0,10,0.002,2.64
6/8/19,NUC6,North Shore,Unprotected,Colonized hardbottom,6,50,25,14.44,15,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,6,0,10,0.002,2.64
6/8/19,NUC6,North Shore,Unprotected,Colonized hardbottom,6,50,25,14.44,15,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,7,0,10,0.002,2.64
6/8/19,NUC6,North Shore,Unprotected,Colonized hardbottom,6,50,25,14.44,15,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,9,0,10,0.002,2.64
6/8/19,NUC6,North Shore,Unprotected,Colonized hardbottom,6,50,25,14.44,15,ECMA,Echinometra mathaei,Urchin,Boring urchin,,20,0,10,0.002,2.64
6/8/19,NUC7,North Shore,Unprotected,Colonized hardbottom,7,50,44,12.87,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,3,0,10,0.002,2.64
6/8/19,NUC7,North Shore,Unprotected,Colonized hardbottom,7,50,44,12.87,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,8,0,10,0.002,2.64
6/8/19,NUC7,North Shore,Unprotected,Colonized hardbottom,7,50,44,12.87,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,3,0,10,0.002,2.64
6/8/19,NUC8,North Shore,Unprotected,Colonized hardbottom,8,50,45,12.18,65,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,6,0,10,0.002,2.64
6/8/19,NUC8,North Shore,Unprotected,Colonized hardbottom,8,50,45,12.18,65,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,1,0,10,0.002,2.64
6/8/19,NUC8,North Shore,Unprotected,Colonized hardbottom,8,50,45,12.18,65,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,3,0,10,0.002,2.64
6/13/19,NUC9,North Shore,Unprotected,Colonized hardbottom,9,50,27,14,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,1.5,5,0,10,0.002,2.64
6/13/19,NUC9,North Shore,Unprotected,Colonized hardbottom,9,50,27,14,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,2,0,10,0.002,2.64
6/13/19,NUC9,North Shore,Unprotected,Colonized hardbottom,9,50,27,14,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,7,0,10,0.002,2.64
6/13/19,NUC9,North Shore,Unprotected,Colonized hardbottom,9,50,27,14,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,2.5,4,0,10,0.002,2.64
6/13/19,NUC9,North Shore,Unprotected,Colonized hardbottom,9,50,27,14,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,5,0,10,0.002,2.64
6/13/19,NUC9,North Shore,Unprotected,Colonized hardbottom,9,50,27,14,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,3.5,2,0,10,0.002,2.64
6/13/19,NUC9,North Shore,Unprotected,Colonized hardbottom,9,50,27,14,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,,143,0,10,0.002,2.64
,NUU1,North Shore,Unprotected,Uncolonized hardbottom,1,125,20,10.84,75,ECMA,Echinometra mathaei,Urchin,Boring urchin,0,0,0,10,0.002,2.64
6/6/19,NUU10,North Shore,Unprotected,Uncolonized hardbottom,10,50,5,10.86,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
6/6/19,NUU10,North Shore,Unprotected,Uncolonized hardbottom,10,50,5,10.86,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,5,0,10,0.002,2.64
6/6/19,NUU10,North Shore,Unprotected,Uncolonized hardbottom,10,50,5,10.86,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,10,0,10,0.002,2.64
6/6/19,NUU10,North Shore,Unprotected,Uncolonized hardbottom,10,50,5,10.86,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,9,0,10,0.002,2.64
6/6/19,NUU10,North Shore,Unprotected,Uncolonized hardbottom,10,50,5,10.86,270,ECMA,Echinometra mathaei,Urchin,Boring urchin,,187,0,10,0.002,2.64
,NUU2,North Shore,Unprotected,Uncolonized hardbottom,2,125,18,11.74,35,ECMA,Echinometra mathaei,Urchin,Boring urchin,0,0,0,10,0.002,2.64
6/6/19,NUU3,North Shore,Unprotected,Uncolonized hardbottom,3,50,10,12.36,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,3,0,10,0.002,2.64
6/6/19,NUU3,North Shore,Unprotected,Uncolonized hardbottom,3,50,10,12.36,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,6,0,10,0.002,2.64
6/6/19,NUU3,North Shore,Unprotected,Uncolonized hardbottom,3,50,10,12.36,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,13,0,10,0.002,2.64
6/6/19,NUU3,North Shore,Unprotected,Uncolonized hardbottom,3,50,10,12.36,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,3,0,10,0.002,2.64
6/6/19,NUU3,North Shore,Unprotected,Uncolonized hardbottom,3,50,10,12.36,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,,16,0,10,0.002,2.64
6/6/19,NUU4,North Shore,Unprotected,Uncolonized hardbottom,4,50,9,13.08,35,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
6/6/19,NUU4,North Shore,Unprotected,Uncolonized hardbottom,4,50,9,13.08,35,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,2,0,10,0.002,2.64
6/6/19,NUU4,North Shore,Unprotected,Uncolonized hardbottom,4,50,9,13.08,35,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,8,0,10,0.002,2.64
6/6/19,NUU4,North Shore,Unprotected,Uncolonized hardbottom,4,50,9,13.08,35,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,11,0,10,0.002,2.64
6/6/19,NUU4,North Shore,Unprotected,Uncolonized hardbottom,4,50,9,13.08,35,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,3,0,10,0.002,2.64
6/6/19,NUU4,North Shore,Unprotected,Uncolonized hardbottom,4,50,9,13.08,35,ECMA,Echinometra mathaei,Urchin,Boring urchin,,23,0,10,0.002,2.64
6/6/19,NUU5,North Shore,Unprotected,Uncolonized hardbottom,5,50,6,13.4,60,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,3,0,10,0.002,2.64
6/6/19,NUU5,North Shore,Unprotected,Uncolonized hardbottom,5,50,6,13.4,60,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,12,0,10,0.002,2.64
6/6/19,NUU5,North Shore,Unprotected,Uncolonized hardbottom,5,50,6,13.4,60,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,10,0,10,0.002,2.64
6/6/19,NUU5,North Shore,Unprotected,Uncolonized hardbottom,5,50,6,13.4,60,ECMA,Echinometra mathaei,Urchin,Boring urchin,,142,0,10,0.002,2.64
6/6/19,NUU5,North Shore,Unprotected,Uncolonized hardbottom,5,50,6,13.4,60,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
6/6/19,NUU6,North Shore,Unprotected,Uncolonized hardbottom,6,50,3,11.84,240,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,6,0,10,0.002,2.64
6/6/19,NUU6,North Shore,Unprotected,Uncolonized hardbottom,6,50,3,11.84,240,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,11,0,10,0.002,2.64
6/6/19,NUU6,North Shore,Unprotected,Uncolonized hardbottom,6,50,3,11.84,240,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,7,0,10,0.002,2.64
6/6/19,NUU6,North Shore,Unprotected,Uncolonized hardbottom,6,50,3,11.84,240,ECMA,Echinometra mathaei,Urchin,Boring urchin,,66,0,10,0.002,2.64
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,50,7,16.66,210,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,50,7,16.66,210,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,5,0,10,0.002,2.64
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,50,7,16.66,210,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,11,0,10,0.002,2.64
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,50,7,16.66,210,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,8,0,10,0.002,2.64
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,50,7,16.66,210,ECMA,Echinometra mathaei,Urchin,Boring urchin,,35,0,10,0.002,2.64
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,50,10,17.42,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,2,0,10,0.002,2.64
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,50,10,17.42,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,8,0,10,0.002,2.64
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,50,10,17.42,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,5,0,10,0.002,2.64
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,50,10,17.42,310,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,4,0,10,0.002,2.64
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,50,7,11.98,10,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,50,7,11.98,10,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,5,0,10,0.002,2.64
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,50,7,11.98,10,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,10,0,10,0.002,2.64
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,50,7,11.98,10,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,9,0,10,0.002,2.64
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,50,7,11.98,10,ECMA,Echinometra mathaei,Urchin,Boring urchin,,149,0,10,0.002,2.64
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,50,8,16.92,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,7,0,10,0.002,2.64
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,50,8,16.92,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,15,0,10,0.002,2.64
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,50,8,16.92,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,4,0,10,0.002,2.64
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,50,8,16.92,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,,27,0,10,0.002,2.64
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,50,5,13.78,330,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,12,0,10,0.002,2.64
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,50,5,13.78,330,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,10,0,10,0.002,2.64
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,50,5,13.78,330,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,3,0,10,0.002,2.64
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,50,5,13.78,330,ECMA,Echinometra mathaei,Urchin,Boring urchin,,71,0,10,0.002,2.64
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,50,4,14.43,180,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,15,0,10,0.002,2.64
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,50,4,14.43,180,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,8,0,10,0.002,2.64
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,50,4,14.43,180,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,2,0,10,0.002,2.64
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,50,4,13.96,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,6,0,10,0.002,2.64
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,50,4,13.96,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,16,0,10,0.002,2.64
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,50,4,13.96,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,3,0,10,0.002,2.64
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,50,4,13.96,120,ECMA,Echinometra mathaei,Urchin,Boring urchin,,18,0,10,0.002,2.64
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,50,3,13.74,115,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,8,0,10,0.002,2.64
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,50,3,13.74,115,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,10,0,10,0.002,2.64
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,50,3,13.74,115,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,7,0,10,0.002,2.64
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,50,3,13.74,115,ECMA,Echinometra mathaei,Urchin,Boring urchin,,56,0,10,0.002,2.64
11/1/18,WPU5,Waikiki,Protected,Uncolonized hardbottom,5,50,3,10.12,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,6,0,10,0.002,2.64
11/1/18,WPU5,Waikiki,Protected,Uncolonized hardbottom,5,50,3,10.12,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,7,0,10,0.002,2.64
11/1/18,WPU5,Waikiki,Protected,Uncolonized hardbottom,5,50,3,10.12,150,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,2,0,10,0.002,2.64
11/1/18,WPU6,Waikiki,Protected,Uncolonized hardbottom,6,50,8,13.64,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,7,0,10,0.002,2.64
11/1/18,WPU6,Waikiki,Protected,Uncolonized hardbottom,6,50,8,13.64,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,9,0,10,0.002,2.64
11/1/18,WPU6,Waikiki,Protected,Uncolonized hardbottom,6,50,8,13.64,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,9,0,10,0.002,2.64
11/1/18,WPU6,Waikiki,Protected,Uncolonized hardbottom,6,50,8,13.64,260,ECMA,Echinometra mathaei,Urchin,Boring urchin,,36,0,10,0.002,2.64
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,50,6,15.43,0,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,9,0,10,0.002,2.64
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,50,6,15.43,0,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,7,0,10,0.002,2.64
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,50,6,15.43,0,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,10,0,10,0.002,2.64
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,50,6,15.43,0,ECMA,Echinometra mathaei,Urchin,Boring urchin,,47,0,10,0.002,2.64
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,50,7,13.98,340,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,13,0,10,0.002,2.64
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,50,7,13.98,340,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,10,0,10,0.002,2.64
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,50,7,13.98,340,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,2,0,10,0.002,2.64
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,50,7,13.98,340,ECMA,Echinometra mathaei,Urchin,Boring urchin,,38,0,10,0.002,2.64
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,50,7,15.32,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,6,0,10,0.002,2.64
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,50,7,15.32,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,4,8,0,10,0.002,2.64
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,50,7,15.32,290,ECMA,Echinometra mathaei,Urchin,Boring urchin,5,9,0,10,0.002,2.64
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,50,35,13.05,40,ECMA,Echinometra mathaei,Urchin,Boring urchin,1,1,0,10,0.002,2.64
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,50,35,13.05,40,ECMA,Echinometra mathaei,Urchin,Boring urchin,2,4,0,10,0.002,2.64
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,50,35,13.05,40,ECMA,Echinometra mathaei,Urchin,Boring urchin,3,10,0,10,0.002,2.64
